Date,Close,High,Low,Open,Volume,Company,Daily_Return,SMA_200,Volatility
2025-01-31,437.45,447.01,435.83,446.98,4689100,Adobe Inc.,-2.13%,502.66,1.35
2025-02-03,438.6,442.74,430.88,437.8,3348700,Adobe Inc.,0.18%,502.47,1.34
2025-02-04,440.23,443.58,434.26,435.43,2647700,Adobe Inc.,1.1%,502.3,1.35
2025-02-05,437.63,444.95,436.27,440.75,2937800,Adobe Inc.,-0.71%,502.12,1.34
2025-02-06,435.4,439.96,434.35,437.63,2568100,Adobe Inc.,-0.51%,501.97,1.34
2025-02-07,433.07,441.0,432.41,436.24,2693500,Adobe Inc.,-0.73%,501.81,1.32
2025-02-10,451.1,453.37,439.0,439.25,3946700,Adobe Inc.,2.7%,501.7,1.37
2025-02-11,458.82,461.55,448.29,449.0,3257000,Adobe Inc.,2.19%,501.61,1.4
2025-02-12,462.76,463.0,451.3,458.0,3308500,Adobe Inc.,1.04%,501.55,1.38
2025-02-13,459.22,465.7,457.03,465.21,2794400,Adobe Inc.,-1.29%,501.46,1.39
2025-02-14,460.16,464.99,458.0,463.35,2623000,Adobe Inc.,-0.69%,501.4,1.4
2025-02-18,464.11,464.33,453.07,462.65,2973800,Adobe Inc.,0.32%,501.4,1.39
2025-02-19,456.99,463.61,455.32,463.61,2965500,Adobe Inc.,-1.43%,501.34,1.36
2025-02-20,454.69,461.0,451.57,457.44,2337600,Adobe Inc.,-0.6%,501.23,1.36
2025-02-21,444.32,453.75,440.69,453.28,3376000,Adobe Inc.,-1.98%,501.02,1.36
2025-02-24,444.42,446.28,440.91,445.11,2807900,Adobe Inc.,-0.16%,500.78,1.35
2025-02-25,443.41,447.49,439.17,443.47,2612700,Adobe Inc.,-0.01%,500.53,1.35
2025-02-26,441.5,447.65,438.4,443.8,1947600,Adobe Inc.,-0.52%,500.3,1.35
2025-02-27,437.19,444.57,436.82,441.79,2340200,Adobe Inc.,-1.04%,500.07,1.3
2025-02-28,438.56,440.37,432.1,438.16,3936900,Adobe Inc.,0.09%,499.85,1.28
2025-03-03,440.72,448.09,438.21,440.65,2607700,Adobe Inc.,0.02%,499.64,1.27
2025-03-04,446.03,448.82,434.7,439.25,2942200,Adobe Inc.,1.54%,499.49,1.28
2025-03-05,451.24,453.26,443.11,443.65,2406200,Adobe Inc.,1.71%,499.32,1.24
2025-03-06,444.78,452.19,441.19,444.73,2732100,Adobe Inc.,0.01%,499.13,1.22
2025-03-07,449.4,452.51,440.99,442.0,3039500,Adobe Inc.,1.67%,498.96,1.15
2025-03-10,435.08,444.54,433.23,443.11,4001600,Adobe Inc.,-1.81%,498.71,1.19
2025-03-11,433.66,441.33,431.0,432.88,3145200,Adobe Inc.,0.18%,498.47,1.19
2025-03-12,438.6,443.9,435.5,436.69,5515900,Adobe Inc.,0.44%,498.24,1.18
2025-03-13,377.84,405.77,374.5,405.27,14386600,Adobe Inc.,-6.77%,497.72,1.53
2025-03-14,394.74,396.36,377.8,379.75,6134800,Adobe Inc.,3.95%,497.31,1.63
2025-03-17,399.34,399.94,387.13,394.12,4258500,Adobe Inc.,1.32%,496.92,1.64
2025-03-18,390.26,395.95,384.57,395.36,2498737,Adobe Inc.,-1.29%,496.48,1.63
2024-03-18,42.27,42.93,42.16,42.65,27668300,Intel Corporation,-0.88%,,
2024-03-19,41.62,41.85,41.01,41.81,34673000,Intel Corporation,-0.47%,,
2024-03-20,41.76,42.57,40.98,42.55,74865000,Intel Corporation,-1.84%,,
2024-03-21,41.98,43.15,41.88,42.55,50807600,Intel Corporation,-1.33%,,
2024-03-22,42.13,42.36,41.66,41.81,28435300,Intel Corporation,0.76%,,
2024-03-25,41.4,41.78,40.15,40.47,47276500,Intel Corporation,2.3%,,
2024-03-26,41.56,41.83,41.23,41.52,39109700,Intel Corporation,0.1%,,
2024-03-27,43.32,43.38,42.06,42.1,51017800,Intel Corporation,2.89%,,
2024-03-28,43.71,44.14,43.26,43.31,54204200,Intel Corporation,0.94%,,
2024-04-01,44.06,44.94,43.72,43.83,31712600,Intel Corporation,0.52%,,
2024-04-02,43.49,43.62,43.05,43.48,32748400,Intel Corporation,0.02%,,
2024-04-03,39.91,41.22,39.8,40.97,83718000,Intel Corporation,-2.58%,,
2024-04-04,39.32,40.36,39.29,40.17,57307200,Intel Corporation,-2.12%,,
2024-04-05,38.31,39.05,38.11,38.94,67189100,Intel Corporation,-1.63%,,
2024-04-08,37.59,38.46,37.52,38.24,56967800,Intel Corporation,-1.71%,,
2024-04-09,37.93,38.18,36.94,37.66,78783000,Intel Corporation,0.74%,,
2024-04-10,36.82,37.83,36.64,37.63,51108400,Intel Corporation,-2.16%,,
2024-04-11,37.24,37.28,36.7,37.04,41909100,Intel Corporation,0.53%,,
2024-04-12,35.32,36.32,35.23,36.31,80139400,Intel Corporation,-2.73%,,
2024-04-15,35.94,36.32,35.52,35.67,50751600,Intel Corporation,0.75%,,
2024-04-16,35.89,36.13,35.39,35.9,30607500,Intel Corporation,-0.03%,,
2024-04-17,35.31,35.76,35.0,35.73,41173300,Intel Corporation,-1.16%,,
2024-04-18,34.68,35.29,34.41,35.05,42334400,Intel Corporation,-1.07%,,
2024-04-19,33.85,34.77,33.83,34.77,58968800,Intel Corporation,-2.65%,,
2024-04-22,34.05,34.21,33.73,34.06,39909900,Intel Corporation,-0.03%,,
2024-04-23,33.93,34.24,33.83,33.99,46834000,Intel Corporation,-0.17%,,
2024-04-24,34.14,34.82,33.99,34.5,53261100,Intel Corporation,-1.03%,,
2024-04-25,34.75,34.94,34.14,34.2,66549400,Intel Corporation,1.59%,,
2024-04-26,31.55,31.91,30.32,31.45,119742500,Intel Corporation,0.31%,,
2024-04-29,31.04,31.58,30.75,31.53,58533300,Intel Corporation,-1.57%,,
2024-04-30,30.16,30.86,30.11,30.72,72346400,Intel Corporation,-1.84%,,
2024-05-01,30.06,30.72,29.71,29.86,60654800,Intel Corporation,0.66%,,
2024-05-02,30.2,30.35,29.88,30.27,50899400,Intel Corporation,-0.26%,,
2024-05-03,30.58,30.74,30.38,30.66,36794800,Intel Corporation,-0.26%,,
2024-05-06,30.77,31.0,30.54,30.92,36185600,Intel Corporation,-0.48%,,
2024-05-07,30.49,31.25,30.42,30.89,44683400,Intel Corporation,-1.32%,,
2024-05-08,29.81,29.96,29.54,29.81,63734600,Intel Corporation,0.0%,,
2024-05-09,29.9,30.2,29.62,29.74,45003400,Intel Corporation,0.53%,,
2024-05-10,29.66,30.27,29.65,30.14,42931300,Intel Corporation,-1.58%,,
2024-05-13,30.32,30.93,29.81,29.84,51459100,Intel Corporation,1.6%,,
2024-05-14,30.85,30.91,30.42,30.43,47759900,Intel Corporation,1.4%,,
2024-05-15,31.07,31.2,30.62,31.18,36992900,Intel Corporation,-0.35%,,
2024-05-16,31.83,32.06,31.32,31.43,47752800,Intel Corporation,1.26%,,
2024-05-17,31.63,31.91,31.39,31.86,41449800,Intel Corporation,-0.72%,,
2024-05-20,31.9,32.22,31.56,31.65,31989000,Intel Corporation,0.78%,,
2024-05-21,31.54,32.04,31.42,31.78,42975400,Intel Corporation,-0.75%,,
2024-05-22,31.22,31.87,30.9,31.71,36706400,Intel Corporation,-1.54%,,
2024-05-23,29.89,31.37,29.68,31.25,62014500,Intel Corporation,-4.36%,,
2024-05-24,30.53,30.82,29.94,30.1,42408200,Intel Corporation,1.42%,,
2024-05-28,30.86,31.17,30.47,30.74,36799100,Intel Corporation,0.39%,,1.43
2024-05-29,29.94,30.48,29.92,30.28,35848600,Intel Corporation,-1.12%,,1.43
2024-05-30,30.0,30.31,29.87,30.02,33382800,Intel Corporation,-0.07%,,1.43
2024-05-31,30.66,30.76,29.75,30.03,95797500,Intel Corporation,2.08%,,1.46
2024-06-03,30.1,30.87,29.86,30.83,35544900,Intel Corporation,-2.38%,,1.48
2024-06-04,29.84,30.56,29.75,30.56,51027200,Intel Corporation,-2.34%,,1.5
2024-06-05,30.59,30.65,29.82,30.08,44161700,Intel Corporation,1.68%,,1.48
2024-06-06,30.23,30.4,29.97,30.36,34248100,Intel Corporation,-0.43%,,1.48
2024-06-07,30.55,30.59,30.02,30.06,34085500,Intel Corporation,1.62%,,1.43
2024-06-10,30.72,30.75,30.1,30.36,37445800,Intel Corporation,1.18%,,1.44
2024-06-11,30.73,30.83,30.34,30.58,25326900,Intel Corporation,0.49%,,1.44
2024-06-12,30.57,31.28,30.2,31.26,51323900,Intel Corporation,-2.23%,,1.46
2024-06-13,30.27,30.39,29.95,30.19,33787200,Intel Corporation,0.26%,,1.43
2024-06-14,30.26,30.37,30.02,30.1,28125900,Intel Corporation,0.53%,,1.41
2024-06-17,30.78,30.8,29.99,30.15,36235300,Intel Corporation,2.11%,,1.44
2024-06-18,30.44,31.27,30.31,30.79,33294700,Intel Corporation,-1.16%,,1.43
2024-06-20,30.43,30.91,30.26,30.37,43826300,Intel Corporation,0.2%,,1.43
2024-06-21,30.89,31.16,30.48,30.66,92549000,Intel Corporation,0.78%,,1.41
2024-06-24,30.38,31.22,30.34,30.94,40611800,Intel Corporation,-1.83%,,1.42
2024-06-25,30.55,30.64,30.1,30.51,29498600,Intel Corporation,0.13%,,1.38
2024-06-26,30.35,30.49,30.08,30.45,30743000,Intel Corporation,-0.33%,,1.37
2024-06-27,30.4,30.47,30.1,30.23,30184300,Intel Corporation,0.56%,,1.38
2024-06-28,30.77,31.11,30.53,30.56,41467700,Intel Corporation,0.72%,,1.38
2024-07-01,30.65,30.82,30.42,30.72,32401800,Intel Corporation,-0.23%,,1.37
2024-07-02,30.87,31.11,30.4,30.67,35999300,Intel Corporation,0.68%,,1.33
2024-07-03,31.03,31.14,30.72,30.92,24065700,Intel Corporation,0.35%,,1.33
2024-07-05,31.82,32.14,31.11,31.2,45309400,Intel Corporation,1.97%,,1.36
2024-07-08,33.78,33.88,32.61,32.82,82315900,Intel Corporation,2.91%,,1.42
2024-07-09,34.37,35.0,33.51,34.8,97546900,Intel Corporation,-1.23%,,1.41
2024-07-10,34.65,34.75,33.91,34.22,52256200,Intel Corporation,1.25%,,1.42
2024-07-11,33.29,34.93,33.1,34.81,55213700,Intel Corporation,-4.37%,,1.53
2024-07-12,34.27,35.26,33.56,33.56,62792600,Intel Corporation,2.13%,,1.54
2024-07-15,34.24,35.01,34.09,34.48,39847900,Intel Corporation,-0.69%,,1.54
2024-07-16,34.12,34.23,33.63,34.14,28409900,Intel Corporation,-0.06%,,1.54
2024-07-17,34.24,36.93,34.18,35.85,112304200,Intel Corporation,-4.49%,,1.67
2024-07-18,34.65,36.07,34.31,34.74,84188600,Intel Corporation,-0.26%,,1.67
2024-07-19,32.77,34.36,32.64,34.35,69628700,Intel Corporation,-4.6%,,1.78
2024-07-22,33.16,33.2,32.55,33.07,48503700,Intel Corporation,0.27%,,1.78
2024-07-23,32.74,33.02,32.62,32.75,29466400,Intel Corporation,-0.03%,,1.77
2024-07-24,31.5,32.59,31.46,32.32,62216700,Intel Corporation,-2.55%,,1.8
2024-07-25,30.9,31.79,30.75,31.17,49774000,Intel Corporation,-0.86%,,1.78
2024-07-26,31.15,31.36,30.82,31.23,38352500,Intel Corporation,-0.25%,,1.76
2024-07-29,30.64,31.27,30.6,31.22,32342200,Intel Corporation,-1.88%,,1.78
2024-07-30,29.94,30.72,29.82,30.66,48256600,Intel Corporation,-2.33%,,1.79
2024-07-31,30.55,30.68,30.09,30.35,56110600,Intel Corporation,0.65%,,1.79
2024-08-01,28.87,30.52,28.71,30.24,107672500,Intel Corporation,-4.54%,,1.88
2024-08-02,21.34,21.84,20.29,21.8,300895900,Intel Corporation,-2.1%,,1.89
2024-08-05,19.98,20.26,19.17,20.07,147385700,Intel Corporation,-0.45%,,1.89
2024-08-06,19.7,20.5,19.63,20.19,106670400,Intel Corporation,-2.41%,,1.82
2024-08-07,18.99,20.25,18.95,19.92,97972300,Intel Corporation,-4.67%,,1.9
2024-08-08,20.49,20.55,18.84,19.1,96836800,Intel Corporation,7.28%,,2.2
2024-08-09,19.71,20.15,19.5,20.08,76394500,Intel Corporation,-1.84%,,2.2
2024-08-12,19.36,19.97,19.0,19.87,54677600,Intel Corporation,-2.57%,,2.22
2024-08-13,20.47,20.48,19.47,19.48,77511300,Intel Corporation,5.08%,,2.33
2024-08-14,19.92,20.5,19.79,20.49,56758200,Intel Corporation,-2.78%,,2.34
2024-08-15,20.69,21.06,20.23,20.32,84814900,Intel Corporation,1.82%,,2.34
2024-08-16,20.87,20.9,20.41,20.53,48582700,Intel Corporation,1.66%,,2.34
2024-08-19,21.52,21.86,20.84,20.89,65956300,Intel Corporation,3.02%,,2.39
2024-08-20,20.99,21.23,20.82,21.21,84161300,Intel Corporation,-1.04%,,2.38
2024-08-21,21.41,21.44,21.07,21.07,57028900,Intel Corporation,1.61%,,2.38
2024-08-22,20.1,21.4,20.04,21.39,81444700,Intel Corporation,-6.03%,,2.51
2024-08-23,20.54,20.93,20.26,20.32,73398400,Intel Corporation,1.08%,,2.51
